// Red Pouch of Surprise Summonable Monsters Database
//
// Structure of Database:
// MobID,DummyName,Rate

1073,¥d©ÔÃÉ,214285
1074,¨©´ßÅ]ÆF,357142
1076,¨¸Àe¾Ô¤h,357142
1077,¬rÅ]Û£,357142
1078,¬õ¯ó,71428
1079,ÂÅ¯ó,71428
1080,ºñ¯ó,71428
1081,¶À¯ó,71428
1082,¥Õ¯ó,71428
1083,¥ú¨~¯ó,71428
1084,¶ÂÛ£,71428
1085,¬õÛ£,71428
1088,·nºu½ÀÂÎ,71428
1089,µì¤ý,71428
1090,ªi§Q¤§¤ý,71428
1091,ºñÀsÃÇ,71428
1092,¬y®ö¤§¯T,71428
1093,ºÆ¨ß¤§¤ý,71428
1094,½½¤û,357142
1095,¥ÕÃÆ,357142
1096,¤Ñ¨Ïªi§Q,71428
1097,¥ÕÃÆ¥®ÂÎ,71428
1099,¦ã¦N¼Ú¸¼°G,71428
1100,¦ã´µ»jµï,214285
1101,¤p¤Ú­·¯S,71428
1102,§Å±C,71428
1103,¨ëç³ÂÎ,214285
1104,ªQ¹«,357142
1105,§LÃÆ,357142
1106,¨Fºz¤§¯T,214285
1107,¨Fºz¥®¯T,71428
1108,¨f¶ø´µ,71428
1109,¤p´cÅ],71428
1110,¤g¤H,214285
1111,¬õ½¿½»,214285
1113,¤gªi§Q,357142
1114,ÂyÃÇ,214285
1116,ÂàÂà³J,214285
1117,îî¯«©x,71428
1118,¾½¤Hªá,214285
1119,³Ê»h,214285
1120,«ÕÆFªi§Q,71428
1121,°òº¸·æ,214285
1122,¨ë¤M­ô¥¬ÆF,214285
1123,ÃìÁè­ô¥¬ÆF,214285
1124,¤j©ò­ô¥¬ÆF,214285
1125,·}ÀY­ô¥¬ÆF,214285
1126,¨ëÁè­ô¥¬ÆF,214285
1127,³L°C,214285
1128,Áê§ÎÂÎ,357142
1129,°­¤õ,214285
1130,«n¥Ê¥ý¥Í,214285
1131,¸Ê¥d,71428
1132,¥d§Q´µ®æ,71428
1133,¤j©ò¤ü§¯,214285
1134,·}ÀY¤ü§¯,214285
1135,¨ëÁè¤ü§¯,214285
1138,Å]Áç³J,214285
1139,Á®½¸,214285
1140,°¨º¸§ù§J,214285
1141,¤ô¥À,214285
1142,®ðªwÂÎ,214285
1143,³ÈÀw«½«½,71428
1144,¯Q¸é,214285
1145,¤g¼·¹«,357142
1146,¶Âª°,214285
1148,¦Ì§ù¨F,71428
1149,¦Ì¬¥´µ,71428
1151,³Á´µ¯S,214285
1152,¨¸ÀeÃ~¤H,214285
1153,Ã~¤H»G«Í,214285
1154,©¬²ï¯Ç,71428
1155,²¦«Ò¯S¦aÀs,71428
1156,²¦«Ò¯S­¸Às,71428
1158,¼C³½,214285
1160,¤uÃÆ,357142
1161,º}¯BÂÎ,357142
1163,«ÕÆF¼C¤h,71428
1164,¿Õ¥i¥ì,214285
1165,ªd¤H,214285
1166,³¥½Þ,214285
1167,¤p³¥½Þ,357142
1169,¨¸ÀeÄq¤u,214285
1170,°­¤k,214285
1174,¿]ÂÎ,357142
1175,¥Õ¹«,357142
1176,¶ÂÃÆ,214285
1177,¯÷¿Õ§J,214285
1178,³Ç¬¥¦Ì,214285
1179,¥Õ«ÕÆF,71428
1180,¤E§Àª°,71428
1182,µsÄ¨Û£,71428
1185,¥Õ«ÕÆF,71428
1186,¥¨¤j¥Õ«ÕÆF,71428
1188,§¯¹D,214285
1189,Ã~¤H¤}½b¤â,71428
1191,¨¸´c½c,71428
1192,´cÆF,71428
1193,ÄÁ©Ç,71428
1194,±²¥ÒÂÎ,71428
1195,­¸¦æÅ]®Ñ,71428
1196,¨¸Àe¾Ô«R,71428
1197,»G«Í¾Ô«R,71428
1199,¦´Å],71428
1200,¦ã´µ®¦Å]¤k,71428
1201,·ç¤ñ¼Ú,71428
1202,ªü­×Ã¹¨g¾Ô¤h,71428
1203,·I¯«ªÌ,71428
1204,Ã~¤ú©Ç,71428
1205,¦æ¦DªÌ,71428
1206,ªê»h¤H,71428
1207,¥v¥Å,71428
1208,¨¸Àe®ö¤H,71428
1209,ÂÅ¹«,71428
1211,¥ì¯S¿]ÂÎ,71428
1212,ÅKÃÈ,71428
1213,Ã~¤H¾Ô¤hªø,71428
1214,¥©§JµU,71428
1215,¦Ç´ËÆF,214285
1216,±ö¯Ç®ü¸ª,71428
1219,²`²WÃM¤h,71428
1242,¦Bªi§Q,357142
1243,³·ºµ,214285
1245,¸t½Ï­ô¥¬ÆF,71428
1246,²¢»æ¤H,214285
1248,ª±¨ã¤h§L,214285
1249,¨¸´cÂ§²°,214285
1250,Å]ÆF«½«½,71428
1253,½¿½»¤}½b¤â,71428
1254,©`¦N³¾,214285
1255,©`§QÂÎ,214285
1256,³æ²´ÂÎ,214285
1257,¨¸´c¨ÏªÌ,71428
1258,¤}½b­ô¥¬ÆF,214285
1259,·àølÃ~,71428
1260,Ãè§¯,71428
1261,¨g¼É³¥¿ß,214285
1262,¥bÀs¤H,71428
1263,­·Å]§Å®v,71428
1264,¤H³½¤h§L,71428
1265,ºñ»æ¤H,214285
1266,®ü¬P,357142
1267,¥d©Ô¯S¤p¤¡,71428
1268,¦å¸{ÃM¤h,71428
1269,¥jÄÁÅ],71428
1270,ÄÁ¶ð¦uÅ@ªÌ,71428
1271,Æs³½¤H,71428
1273,Ã~¤H¤k¾Ô¤h,214285
1274,¨¸´c¼¯¦ã,71428
1275,·RÄRµ·¤k¹²,71428
1276,«ÕÆF¤}½b¤â,71428
1277,±N­xÅ]¸O,214285
1278,ÄÁ¨Å¥¨¥Û©Ç,71428
1279,¤T¸­ÂÎ,214285
1280,¼Q®g­ô¥¬ÆF,214285
1281,½åªÌÂÎ,71428
1282,¤ü§¯¤}½b¤â,214285
1283,³Í¬ü©Ô,71428
1289,¨g¼ÉÃÆ¦Z,71428
1290,¨¸Àe¾Ô¤hªø,71428
1291,¨g¼É´cÆF,71428
1292,¨g¼É¤p´cÅ],71428
1293,¨g¼É§J·ç¦Ì,71428
1294,¨g¼ÉÁ®½¸,71428
1295,õ§±ú¨kÀï,71428
1296,¤ü§¯­º»â,71428
1297,¨g¼É¤ì¤D¥ì,71428
1298,»G«Í­º»â,71428
1299,­ô¥¬ÆF­º»â,71428
1300,¨g¼Éºñ´ÖÂÎ,71428
1301,¨g¼É¤p¤g¤H,71428
1302,°g¤Û¤§¤ý,71428
1303,¨g¼É¸Á§L,71428
1304,¨g¼É»jµï,71428
1305,¨g¼É¸¼°G,71428
1306,¨g¼É¤j¸}ºµ,71428
1307,¨g¼É¤ë©]¿ß,71428
1308,¨g¼É­ô¥¬ÆF,71428
1309,¨g¼É°­¤õ,71428
1310,¨g¼É¦Ì¿Õ´µ,71428
1311,¨g¼É³¥½Þ,71428
1313,¬yª],71428
1314,ªG¾ðÀt,71428
1315,­·ÆFÀt,71428
1316,©¥¥ÛÀt,71428
1317,®ü°\Ä_Ä_,71428
1318,¤õµKÀt,71428
1319,¤ôÆFÀt,71428
1320,õ§±ú­º»â,71428
1321,¨ë§À»f¸»,71428
1322,¼uÂ®¨ß,71428
1323,®üÃ¡,71428
1365,ªü­×Ã¹¾÷±ñ¾Ô¤h,71428
1366,º²©¥¥¨¥Û,71428
1367,¤õµK§¯,71428
1368,¨¸´c¦V¤é¸ª,71428
1369,¤C±m¤j¼L³¾,71428
1370,´cÅ]¤k¹²,71428
1371,°°¤Ñ¨Ï,71428
1372,Å]ªÊ,71428
1374,´cÅ]¨ÍªÌ,71428
1375,¯È§¯,71428
1376,³¾¤H«¢¤ñ,71428
1377,¨¸ÆFÅ]¾É¤h,71428
1378,¤Ñ¨¸°­,71428
1379,¤C±m¹ÚÆL,71428
1380,ÃzÆp³Ê»h,71428
1381,¼É¿V³¥ºµ,71428
1382,¨ªµK¤p´cÅ],71428
1383,Ãzª¢½¿½»,71428
1384,¤C±m­¸Às,71428
1385,¤C±m¦aÀs,71428
1386,¨F§¯,71428
1387,¨Fºz¬rÃÈ,71428
1390,Á¨¼Ú²ú,71428
1391,°à°s¥øÃZ,71428
1392,ª½¤É¾÷­ô¥¬ÆF,214285
1400,³Ê§¯,214285
1401,¤õ§Ô¦è«ã²¦,71428
1402,¤ûµì,71428
1403,ªZ¤h¤õºj§L,71428
1404,¦Ì¶®²¦,214285
1405,¤Ñª¯,71428
1406,³¨³½ªeµ£,71428
1408,¦å½¹½º,71428
1409,¤¸®dµ£¤l,214285
1410,µU®ç¤ì,71428
1412,´c¶³¥P¤H,71428
1413,¤Hçxºë,71428
1415,¤pªá°\,214285
1416,§¯¥P¤k,71428
1417,©ÔÁåºµ,214285
1493,´ËªL§¯®V,71428
1494,¥¨¶H¥ÒÂÎ,214285
1495,¥Û¬¶¤õ¾ð,71428
1497,¾÷¤ì¤H,71428
1498,¥î©Z¼u¤}¤â,214285
1499,¥î©Z¾Ô¤h,71428
1500,­]«½¨Ø·çµ·,214285
1503,°­«½¾ð,71428
1504,µLÆ`ªZ¤h,71428
1505,»È¤ëÅ]¤k,71428
1506,°²­±°­,71428
1507,¶Ý¦å©Ç¤H,71428
1508,¸U¸tÅ],214285
1509,«n¥Ê»î,214285
1510,¨ß´µ©Ô,71428
1512,§¯§g,71428
1513,ª°¥P,71428
1514,»R·à,71428
1515,¥d±[Ä_Ä_,71428
1516,¦Ì¿|,71428
1517,°\¥Ö©Ç,71428
1519,¤p«C,71428
1520,¦×ºê©Ç,71428
1582,´cÅ]ªi§Q,71428
1584,¶ðÂP¦w,71428
1586,¸s¸­¿ß,71428
1587,§JµÜ¥»,71428
1613,ª÷ÄÝªi§Q,71428
1614,Äq¥ÛÅ],71428
1615,¶ÂÄ£¥Û,71428
1616,Äq¤uÅ],71428
1617,¼oÅK·xÄl,71428
1618,·Å¥j¤O¦w¯S,71428
1619,¤T¸­ÅK¥ÒÂÎ,71428
1620,¼o®ðÅ],71428
1621,¬r²GÅ],71428
1622,ª±°¸ºµ,71428
