// Quest Database
//
// Structure of Database :
// Quest ID,Time Limit,Target1,Val1,Target2,Val2,Target3,Val3,Quest Title
3076,0,0,0,0,0,0,0,"菲音斯的兄妹 - 便便收集完成"
3077,0,0,0,0,0,0,0,"菲音斯的兄妹 – 去找艾依伯莉"
3078,0,0,0,0,0,0,0,"菲音斯的兄妹 - 駱駝香皂的完成"
3079,0,0,0,0,0,0,0,"菲音斯的兄妹 – 仿造鎖"
3080,0,0,0,0,0,0,0,"菲音斯的兄妹 – 仿造鎖"
3081,0,0,0,0,0,0,0,"菲音斯的兄妹 – 鑰匙的材料是鋼鐵"
3082,0,0,0,0,0,0,0,"菲音斯的兄妹 - 鑰匙完成"
3083,0,0,0,0,0,0,0,"菲音斯的兄妹 - 帶去仿造鎖"
3085,0,0,0,0,0,0,0,"大陸的報告書-司令官的召喚"
3086,0,0,0,0,0,0,0,"大陸的報告書-司令官的任務"
3087,0,0,0,0,0,0,0,"大陸的報告書-司令官的任務"
3088,0,0,0,0,0,0,0,"大陸的報告書-發生狀況！"
3089,0,0,0,0,0,0,0,"大陸的報告書-複原方法"
3090,0,0,0,0,0,0,0,"大陸的報告書-報告書的行蹤"
3091,0,0,0,0,0,0,0,"大陸的報告書-報告書的行蹤"
3092,0,0,0,0,0,0,0,"大陸的報告書-複原成功！"
3093,0,0,0,0,0,0,0,"大陸的報告書-送往大陸的報告"
3094,0,0,0,0,0,0,0,"大陸的報告書-回歸遠征隊"

3100,0,0,0,0,0,0,0,"償還巨額債務 - 莫夫丟失的錢包"
3101,0,0,0,0,0,0,0,"償還巨額債務 - 奇怪的泥塊"
3102,0,0,0,0,0,0,0,"償還巨額債務 - 找回的借據。但……"
3103,0,0,0,0,0,0,0,"償還巨額債務 - 發明家多利安"
3104,0,0,0,0,0,0,0,"償還巨額債務 - 魔法幹燥機的修理材料"
3105,0,0,0,0,0,0,0,"償還巨額債務 - 魔法幹燥機的修理"
3106,0,0,0,0,0,0,0,"償還巨額債務 - 魔法幹燥機的修理失敗"
3107,0,0,0,0,0,0,0,"償還巨額債務 - 魔法幹燥機的修理成功"
3108,0,0,0,0,0,0,0,"償還巨額債務 - 試用魔法幹燥機"
3109,0,0,0,0,0,0,0,"償還巨額債務 - 借據修複成功"
3110,0,0,0,0,0,0,0,"丟失的寶石 - 尋找寶石的行蹤"
3111,0,0,0,0,0,0,0,"丟失的寶石 - 雷布羅的提議"
3112,0,0,0,0,0,0,0,"丟失的寶石 - 佩伊庸恩的議員香雅"
3113,0,0,0,0,0,0,0,"丟失的寶石 - 佩伊庸恩的議員香雅"
3114,0,0,0,0,0,0,0,"丟失的寶石 - 佩伊庸恩的議員香雅"
3115,0,0,0,0,0,0,0,"丟失的寶石 - 雷布羅的情報"
3116,0,0,0,0,0,0,0,"丟失的寶石 - 流氓公會成員的情報"
3117,0,0,0,0,0,0,0,"丟失的寶石 - 奇怪的機械裝置"
3118,0,0,0,0,0,0,0,"丟失的寶石 - 找回的鑽石"
3119,0,0,0,0,0,0,0,"懸賞通緝Z團 - 懸賞通緝公告"
3120,0,0,0,0,0,0,0,"懸賞通緝Z團 - Z團的外表"
3121,0,0,0,0,0,0,0,"懸賞通緝Z團 - 巴爾德斯的要求"
3122,0,0,0,0,0,0,0,"懸賞通緝Z團 - 巴爾德斯的情報"
3123,0,0,0,0,0,0,0,"懸賞通緝Z團 - 梅裏貝爾的考試"
3124,0,0,0,0,0,0,0,"懸賞通緝Z團 - 安文浩的對決"
3125,0,0,0,0,0,0,0,"懸賞通緝Z團 - 安文浩的對決"
3126,0,0,0,0,0,0,0,"懸賞通緝Z團 - 梅裏貝爾的情報"
3127,0,0,0,0,0,0,0,"懸賞通緝Z團 - Z團的襲擊"
3128,0,0,0,0,0,0,0,"懸賞通緝Z團 - Z團的襲擊"
3129,0,0,0,0,0,0,0,"懸賞通緝Z團 - 奇怪的書信"
3130,0,0,0,0,0,0,0,"懸賞通緝Z團 - ?了解讀密碼……"
3131,0,0,0,0,0,0,0,"懸賞通緝Z團 - 密碼解讀結束"
3132,0,0,0,0,0,0,0,"懸賞通緝Z團 - 尋找Z團的據點"
3133,0,0,0,0,0,0,0,"懸賞通緝Z團 - 發現據點！"
3134,0,0,0,0,0,0,0,"懸賞通緝Z團 - Z團掃蕩結束"
3135,0,0,0,0,0,0,0,"世界樹的損傷 - 巢穴安定化"
3136,0,0,0,0,0,0,0,"Nidhoggur's Nest Time Limit"

3250,0,1041,30,0,0,0,0,"Request - What is this bandage for?"
3251,0,1271,30,0,0,0,0,"Request - An alligator of Counterattack"
3252,0,1264,30,0,0,0,0,"Request - My mermaid don't do like this way!"
3253,0,0,0,0,0,0,0,"Request - Missing occult mania"
3254,0,0,0,0,0,0,0,"Request - A country wants you"
3255,0,1166,30,0,0,0,0,"Request - A wild boar subjugate operation"
3256,0,0,0,0,0,0,0,"Request - Ready for waiting summer"
3257,0,1170,30,0,0,0,0,"Request - A grudge of women"
3258,0,0,0,0,0,0,0,"Request - A material of delicacy"
3259,0,1143,30,0,0,0,0,"Request - A agony of a doll maste"
3260,0,1035,30,0,0,0,0,"Request - Tiresome flies"
3261,0,1026,30,0,0,0,0,"Request - Unclean girl"
3262,0,0,0,0,0,0,0,"Request - Queer hobby"
3263,0,0,0,0,0,0,0,"Request - A mallet of goblin"
3265,0,0,0,0,0,0,0,"Request - Missing occult mania"

4000,0,0,0,0,0,0,0,"雪霖的面試"
4001,0,0,0,0,0,0,0,"獵人轉職考試"
4002,0,0,0,0,0,0,0,"獵人轉職考試 –物品收集"
4003,0,0,0,0,0,0,0,"獵人轉職考試 - 物品收集"
4004,0,0,0,0,0,0,0,"獵人轉職考試 - 物品收集"
4005,0,0,0,0,0,0,0,"獵人轉職考試 - 物品收集"
4006,0,0,0,0,0,0,0,"獵人轉職考試 - 物品收集"
4007,0,0,0,0,0,0,0,"獵人轉職考試 - 物品收集"
4008,0,0,0,0,0,0,0,"獵人轉職考試 - 物品收集"
4009,0,0,0,0,0,0,0,"獵人轉職考試"
4010,0,0,0,0,0,0,0,"獵人轉職考試"
4011,0,0,0,0,0,0,0,"獵人轉職考試 – 測驗"
4012,0,0,0,0,0,0,0,"獵人轉職考試"
4013,0,0,0,0,0,0,0,"獵人轉職考試"

// Following entries are depreciated - use 10000-10025
//4015,0,0,0,0,0,0,0,"成為冒險家的裁判"
//4016,0,0,0,0,0,0,0,"取得裁判資格"
//4017,0,0,0,0,0,0,0,"取得裁判資格"
//4018,0,0,0,0,0,0,0,"准備見王子"
//4020,0,0,0,0,0,0,0,"與王子的晤談"
//4021,0,0,0,0,0,0,0,"與王子的晤談"
//4022,0,0,0,0,0,0,0,"與王子的晤談"
//4023,0,0,0,0,0,0,0,"與王子的晤談"
//4024,0,0,0,0,0,0,0,"與王子的晤談"
//4025,0,0,0,0,0,0,0,"與王子的晤談"
//4026,0,0,0,0,0,0,0,"與王子的晤談"
//4027,0,0,0,0,0,0,0,"與王子的晤談"
//4028,0,0,0,0,0,0,0,"派特王子的請求"
//4029,0,0,0,0,0,0,0,"少女的請求"
//4030,0,0,0,0,0,0,0,"阿倫、艾倫王子的故事"
//4031,0,0,0,0,0,0,0,"阿倫、艾倫 王子的故事"
//4032,0,0,0,0,0,0,0,"兩家族的陰謀"
//4033,0,0,0,0,0,0,0,"阿倫王子的死亡"

5000,0,0,0,0,0,0,0,"滅絕危機"

6000,0,0,0,0,0,0,0,"跆拳轉職"
6001,0,0,0,0,0,0,0,"跆拳轉職"
6002,0,0,0,0,0,0,0,"跆拳轉職"
6005,0,0,0,0,0,0,0,"悟靈士轉職"
6006,0,0,0,0,0,0,0,"悟靈士轉職"
6007,0,0,0,0,0,0,0,"悟靈士轉職"
6008,0,0,0,0,0,0,0,"悟靈士轉職"
6010,0,0,0,0,0,0,0,"超級初學者轉職"
6015,0,0,0,0,0,0,0,"庫烏佳 加伊的使喚"
6016,0,0,0,0,0,0,0,"可疑男子的請求"
6017,0,0,0,0,0,0,0,"紅豹 喬伊的回信"
6018,0,0,0,0,0,0,0,"庫烏佳 加伊的狂氣"
6020,0,0,0,0,0,0,0,"米勒的信件"
6021,0,0,0,0,0,0,0,"黃牛角所說的憑證"
6022,0,0,0,0,0,0,0,"憑證制作"
6023,0,0,0,0,0,0,0,"黃牛角的壞心眼"
6024,0,0,0,0,0,0,0,"轉職神槍手!"
6025,300,0,0,0,0,0,0,"KVM認可"
6026,300,0,0,0,0,0,0,"KVM Croix"
6027,300,0,0,0,0,0,0,"KVM Indicator"
7000,0,0,0,0,0,0,0,"舞孃轉職! 這是轉職申請表!"
7001,0,0,0,0,0,0,0,"舞孃轉職! 舞孃所需的東西是..?"
7002,0,0,0,0,0,0,0,"舞孃轉職! 舞孃所需的東西是..?"
7003,0,0,0,0,0,0,0,"舞孃轉職! 舞孃所需的東西是..?"
7004,0,0,0,0,0,0,0,"舞孃轉職! 是誰想見我呢?"
7005,0,0,0,0,0,0,0,"舞孃轉職! 終于走到舞台了!"
7006,0,0,0,0,0,0,0,"舞孃轉職! 出道成功!"
7007,0,0,0,0,0,0,0,"太陽與月亮及星星的戰士"
7008,0,0,0,0,0,0,0,"太陽與月亮及星星的戰士 – 自然"
7009,0,0,0,0,0,0,0,"太陽與月亮及星星的戰士 - 聖域"
7010,0,0,0,0,0,0,0,"太陽與月亮及星星的戰士 – 星星?"
7011,0,0,0,0,0,0,0,"太陽與月亮及星星的戰士"
7012,0,0,0,0,0,0,0,"追蹤隊-簡單容易的事情"
7013,0,0,0,0,0,0,0,"追蹤隊-簡單容易的事情"
7014,0,0,0,0,0,0,0,"追蹤隊-簡單容易的事情"
7015,0,0,0,0,0,0,0,"追蹤隊-簡單容易的事情"
7016,0,0,0,0,0,0,0,"追蹤隊-簡單容易的事情?!"
7017,0,0,0,0,0,0,0,"追蹤隊-簡單容易的事情?!"
7018,0,0,0,0,0,0,0,"追蹤隊-簡單容易的事情?!"
7019,0,0,0,0,0,0,0,"追蹤隊-事情完成……"
7020,0,0,0,0,0,0,0,"追蹤隊-事情完成……"
7021,0,0,0,0,0,0,0,"追蹤隊-奇怪的卷軸"
7022,0,0,0,0,0,0,0,"追蹤隊-奇怪的卷軸"
7023,0,0,0,0,0,0,0,"追蹤隊-奇怪的卷軸"
7024,0,0,0,0,0,0,0,"追蹤隊-奇怪的卷軸"
7025,0,0,0,0,0,0,0,"追蹤隊-奇怪的卷軸"
7026,0,0,0,0,0,0,0,"追蹤隊-卷軸變得更奇怪了"
7027,0,0,0,0,0,0,0,"追蹤隊-偵查"
7028,0,0,0,0,0,0,0,"追蹤隊-偵查"
7029,0,0,0,0,0,0,0,"追蹤隊-逮捕雷安"
7030,0,0,0,0,0,0,0,"追蹤隊-逮捕雷安"
7031,0,0,0,0,0,0,0,"追蹤隊-雷安逃走"
7032,0,0,0,0,0,0,0,"追蹤隊-雷安逃走"
7033,0,0,0,0,0,0,0,"追蹤隊-雷安逃走"
7034,0,0,0,0,0,0,0,"追蹤隊-雷安逃走"
7035,0,0,0,0,0,0,0,"追蹤隊-雷安逃走"
7036,0,0,0,0,0,0,0,"追蹤隊-雷安逃走"
7037,0,0,0,0,0,0,0,"蒲公英團，還有我們"
7038,0,0,0,0,0,0,0,"對烤紅薯的熱情"
7039,0,0,0,0,0,0,0,"回避實力夠水准"
7040,0,0,0,0,0,0,0,"回避實力夠水准2"
7041,0,0,0,0,0,0,0,"把政治留給政治家"
7042,0,0,0,0,0,0,0,"飼養師助手 - ??喬的食物"
7043,0,0,0,0,0,0,0,"飼養師助手 - 飛馬的食物"
7044,0,0,0,0,0,0,0,"飼養師助手 - 希斯利安的食物1"
7045,0,0,0,0,0,0,0,"飼養師助手 - 希斯利安的食物2"
7046,0,0,0,0,0,0,0,"飼養師助手 - 需要墊子"
7047,18000,0,0,0,0,0,0,"飼養師助手 - 今天的事情結束！"
7048,0,0,0,0,0,0,0,"死亡之塔 - 布雷德的委托！"
7049,0,0,0,0,0,0,0,"死亡之塔 - 塔的封印！"
7050,0,0,0,0,0,0,0,"死亡之塔 - 塔的封印！"
7051,0,0,0,0,0,0,0,"死亡之塔 - 塔的封印！"
7052,0,0,0,0,0,0,0,"死亡之塔 - 塔的封印！"
7053,0,0,0,0,0,0,0,"死亡之塔 - 他們想要的東西……"
7054,0,0,0,0,0,0,0,"?的委托 - 天罰"
7055,0,0,0,0,0,0,0,"?的委托 - 不能碰貓咪！"
7056,0,0,0,0,0,0,0,"信使 - 阿克的委托"
7057,0,0,0,0,0,0,0,"信使 - 阿克的委托"
7058,0,0,0,0,0,0,0,"信使 - 阿克的委托"
7059,0,0,0,0,0,0,0,"信使 - 泰拉的行蹤"
7060,0,0,0,0,0,0,0,"信使 - 泰拉的行蹤"
7061,0,0,0,0,0,0,0,"信使 - 泰拉的行蹤"
7062,0,0,0,0,0,0,0,"信使 - 泰拉的行蹤"
7063,0,0,0,0,0,0,0,"信使 - 泰拉的行蹤"
7064,0,0,0,0,0,0,0,"信使 - 泰拉的行蹤"
7065,0,0,0,0,0,0,0,"信使 - 泰拉的行蹤"
7066,0,0,0,0,0,0,0,"信使 - 真實證明"
7067,0,0,0,0,0,0,0,"信使 - 真實證明"
7068,0,0,0,0,0,0,0,"信使 - 真實證明"
7069,0,0,0,0,0,0,0,"信使 - 太晚了！"
7070,0,0,0,0,0,0,0,"信使 - 泰拉的歸還"
7071,0,0,0,0,0,0,0,"信使 - 邀請"
//7072,0,0,0,0,0,0,0,""
//7073,0,0,0,0,0,0,0,""
7074,0,2017,1,0,0,0,0,"勇敢的證明 - 拉塔"
7075,0,2018,1,0,0,0,0,"勇敢的證明 - 杜內爾"
7076,0,2026,1,0,0,0,0,"懸賞通緝 - 掃蕩殘黨"
7077,0,0,0,0,0,0,0,"為了寵物 - 搜集飛龍蛋"
7078,86400,0,0,0,0,0,0,"位了寵物 - 下次再來幫忙"
7079,0,0,0,0,0,0,0,"神秘的礦石 - 精煉魔力之石"
7080,86400,0,0,0,0,0,0,"神秘的礦石 - 下次再來幫忙"
7081,0,0,0,0,0,0,0,"工匠的精神 - 野衣的裝飾材料"
7082,86400,0,0,0,0,0,0,"工匠的精神 - 下次再來幫忙"

// Novice Training Grounds
7117,0,0,0,0,0,0,0,"Your first quest!"
7118,0,0,0,0,0,0,0,"Novice Training"
7119,0,0,0,0,0,0,0,"Novice Training"
