//GroupID,ItemID,Rate
//
// Potions
25,2297,1	//哥布靈面具//Goblin Mask
25,5005,1	//防毒面具//Gas Mask
25,5086,1	//鐘怪假面//Alarm Mask
25,5087,1	//無表情的假面//Poker Face
25,5088,1	//嚇壞眼的假面//Surprised Mask
25,5089,1	//討厭的假面//Annoyed Mask
25,5090,1	//哥布靈首領假面//Goblin Leader Mask
25,2278,1	//笑臉面具//Mr. Smile
25,2281,1	//舞會面具//Opera Masque
25,2288,1	//整人面具//Mr. Scream
25,2292,1	//鋼鐵面具//Welding Mask
25,2297,1	//哥布靈面具//Goblin Mask
25,5005,1	//防毒面具//Gas Mask
25,5086,1	//鐘怪假面//Alarm Mask
25,5087,1	//無表情的假面//Poker Face
25,5088,1	//嚇壞眼的假面//Surprised Mask
25,5089,1	//討厭的假面//Annoyed Mask
25,5090,1	//哥布靈首領假面//Goblin Leader Mask
25,2278,1	//笑臉面具//Mr. Smile
25,2281,1	//舞會面具//Opera Masque
25,2288,1	//整人面具//Mr. Scream
25,2292,1	//鋼鐵面具//Welding Mask
25,2297,1	//哥布靈面具//Goblin Mask
25,5005,1	//防毒面具//Gas Mask
25,5086,1	//鐘怪假面//Alarm Mask
25,5087,1	//無表情的假面//Poker Face
25,5088,1	//嚇壞眼的假面//Surprised Mask
25,5089,1	//討厭的假面//Annoyed Mask
25,5090,1	//哥布靈首領假面//Goblin Leader Mask
25,2278,1	//笑臉面具//Mr. Smile
25,2281,1	//舞會面具//Opera Masque
25,2288,1	//整人面具//Mr. Scream
25,2292,1	//鋼鐵面具//Welding Mask
25,2297,1	//哥布靈面具//Goblin Mask
25,5005,1	//防毒面具//Gas Mask
25,5086,1	//鐘怪假面//Alarm Mask
25,5087,1	//無表情的假面//Poker Face
25,5088,1	//嚇壞眼的假面//Surprised Mask
25,5089,1	//討厭的假面//Annoyed Mask
25,5090,1	//哥布靈首領假面//Goblin Leader Mask
25,2278,1	//笑臉面具//Mr. Smile
25,2281,1	//舞會面具//Opera Masque
25,2288,1	//整人面具//Mr. Scream
25,2292,1	//鋼鐵面具//Welding Mask
25,2297,1	//哥布靈面具//Goblin Mask
25,5005,1	//防毒面具//Gas Mask
25,5086,1	//鐘怪假面//Alarm Mask
25,5087,1	//無表情的假面//Poker Face
25,5088,1	//嚇壞眼的假面//Surprised Mask
25,5089,1	//討厭的假面//Annoyed Mask
25,5090,1	//哥布靈首領假面//Goblin Leader Mask
25,2278,1	//笑臉面具//Mr. Smile
25,2281,1	//舞會面具//Opera Masque
25,2288,1	//整人面具//Mr. Scream
25,2292,1	//鋼鐵面具//Welding Mask
25,2297,1	//哥布靈面具//Goblin Mask
25,5005,1	//防毒面具//Gas Mask
25,5086,1	//鐘怪假面//Alarm Mask
25,5087,1	//無表情的假面//Poker Face
25,5088,1	//嚇壞眼的假面//Surprised Mask
25,5089,1	//討厭的假面//Annoyed Mask
25,5090,1	//哥布靈首領假面//Goblin Leader Mask
25,2278,1	//笑臉面具//Mr. Smile
25,2281,1	//舞會面具//Opera Masque
25,2288,1	//整人面具//Mr. Scream
25,2292,1	//鋼鐵面具//Welding Mask
25,2297,1	//哥布靈面具//Goblin Mask
25,5005,1	//防毒面具//Gas Mask
25,5086,1	//鐘怪假面//Alarm Mask
25,5087,1	//無表情的假面//Poker Face
25,5088,1	//嚇壞眼的假面//Surprised Mask
25,5089,1	//討厭的假面//Annoyed Mask
25,5090,1	//哥布靈首領假面//Goblin Leader Mask
25,2278,1	//笑臉面具//Mr. Smile
25,2281,1	//舞會面具//Opera Masque
25,2288,1	//整人面具//Mr. Scream
25,2292,1	//鋼鐵面具//Welding Mask
25,2297,1	//哥布靈面具//Goblin Mask
25,5005,1	//防毒面具//Gas Mask
25,5086,1	//鐘怪假面//Alarm Mask
25,5087,1	//無表情的假面//Poker Face
25,5088,1	//嚇壞眼的假面//Surprised Mask
25,5089,1	//討厭的假面//Annoyed Mask
25,5090,1	//哥布靈首領假面//Goblin Leader Mask
25,2278,1	//笑臉面具//Mr. Smile
25,2281,1	//舞會面具//Opera Masque
25,2288,1	//整人面具//Mr. Scream
25,2292,1	//鋼鐵面具//Welding Mask
25,2297,1	//哥布靈面具//Goblin Mask
25,5005,1	//防毒面具//Gas Mask
25,5086,1	//鐘怪假面//Alarm Mask
25,5087,1	//無表情的假面//Poker Face
25,5088,1	//嚇壞眼的假面//Surprised Mask
25,5089,1	//討厭的假面//Annoyed Mask
25,5090,1	//哥布靈首領假面//Goblin Leader Mask
25,5121,1	//艾斯恩魔女假面//Zherlthsh Mask
//accessory
26,2604,1	//防禦手套//Glove
26,2610,1	//金戒指//Gold Ring
26,2617,1	//智慧手套//Celebrant's Mitten
26,2612,1	//花戒指//Flower Ring
26,2603,1	//體力項鏈//Necklace
26,2623,1	//體力項鏈//Necklace
26,2628,1	//初學者手鐲//Novice Armlet
26,2613,1	//鑽石戒指//Diamond Ring
26,2609,1	//骷髏戒指//Skull Ring
26,2619,1	//神射手套//Bow Thimble
26,2608,1	//幸運珠鏈//Rosary
26,2601,1	//力量戒指//Ring
26,2618,1	//黑狐頸鏈//Matyr's Leash
26,2627,1	//皮帶//Belt
26,2605,1	//敏捷別針//Brooch
26,2658,1	//尼羅玫瑰//Nile Rose
26,2611,1	//銀戒指//Silver Ring
26,2607,1	//髮夾//Clip
26,2602,1	//智力耳環//Earring
26,2604,1	//防禦手套//Glove
26,2610,1	//金戒指//Gold Ring
26,2617,1	//智慧手套//Celebrant's Mitten
26,2612,1	//花戒指//Flower Ring
26,2603,1	//體力項鏈//Necklace
26,2623,1	//體力項鏈//Necklace
26,2628,1	//初學者手鐲//Novice Armlet
26,2613,1	//鑽石戒指//Diamond Ring
26,2609,1	//骷髏戒指//Skull Ring
26,2619,1	//神射手套//Bow Thimble
26,2608,1	//幸運珠鏈//Rosary
26,2601,1	//力量戒指//Ring
26,2618,1	//黑狐頸鏈//Matyr's Leash
26,2627,1	//皮帶//Belt
26,2605,1	//敏捷別針//Brooch
26,2658,1	//尼羅玫瑰//Nile Rose
26,2611,1	//銀戒指//Silver Ring
26,2607,1	//髮夾//Clip
26,2602,1	//智力耳環//Earring
26,2604,1	//防禦手套//Glove
26,2610,1	//金戒指//Gold Ring
26,2617,1	//智慧手套//Celebrant's Mitten
26,2612,1	//花戒指//Flower Ring
26,2603,1	//體力項鏈//Necklace
26,2623,1	//體力項鏈//Necklace
26,2628,1	//初學者手鐲//Novice Armlet
26,2613,1	//鑽石戒指//Diamond Ring
26,2609,1	//骷髏戒指//Skull Ring
26,2619,1	//神射手套//Bow Thimble
26,2608,1	//幸運珠鏈//Rosary
26,2601,1	//力量戒指//Ring
26,2618,1	//黑狐頸鏈//Matyr's Leash
26,2627,1	//皮帶//Belt
26,2605,1	//敏捷別針//Brooch
26,2658,1	//尼羅玫瑰//Nile Rose
26,2611,1	//銀戒指//Silver Ring
26,2607,1	//髮夾//Clip
26,2602,1	//智力耳環//Earring
26,2604,1	//防禦手套//Glove
26,2610,1	//金戒指//Gold Ring
26,2617,1	//智慧手套//Celebrant's Mitten
26,2612,1	//花戒指//Flower Ring
26,2603,1	//體力項鏈//Necklace
26,2623,1	//體力項鏈//Necklace
26,2628,1	//初學者手鐲//Novice Armlet
26,2613,1	//鑽石戒指//Diamond Ring
26,2609,1	//骷髏戒指//Skull Ring
26,2619,1	//神射手套//Bow Thimble
26,2608,1	//幸運珠鏈//Rosary
26,2601,1	//力量戒指//Ring
26,2618,1	//黑狐頸鏈//Matyr's Leash
26,2627,1	//皮帶//Belt
26,2605,1	//敏捷別針//Brooch
26,2658,1	//尼羅玫瑰//Nile Rose
26,2611,1	//銀戒指//Silver Ring
26,2607,1	//髮夾//Clip
26,2602,1	//智力耳環//Earring
26,2604,1	//防禦手套//Glove
26,2610,1	//金戒指//Gold Ring
26,2617,1	//智慧手套//Celebrant's Mitten
26,2612,1	//花戒指//Flower Ring
26,2603,1	//體力項鏈//Necklace
26,2623,1	//體力項鏈//Necklace
26,2628,1	//初學者手鐲//Novice Armlet
26,2613,1	//鑽石戒指//Diamond Ring
26,2609,1	//骷髏戒指//Skull Ring
26,2619,1	//神射手套//Bow Thimble
26,2608,1	//幸運珠鏈//Rosary
26,2601,1	//力量戒指//Ring
26,2618,1	//黑狐頸鏈//Matyr's Leash
26,2627,1	//皮帶//Belt
26,2605,1	//敏捷別針//Brooch
26,2658,1	//尼羅玫瑰//Nile Rose
26,2611,1	//銀戒指//Silver Ring
26,2607,1	//髮夾//Clip
26,2602,1	//智力耳環//Earring
26,2604,1	//防禦手套//Glove
26,2610,1	//金戒指//Gold Ring
26,2617,1	//智慧手套//Celebrant's Mitten
26,2612,1	//花戒指//Flower Ring
26,2603,1	//體力項鏈//Necklace
26,2623,1	//體力項鏈//Necklace
26,2628,1	//初學者手鐲//Novice Armlet
26,2613,1	//鑽石戒指//Diamond Ring
26,2609,1	//骷髏戒指//Skull Ring
26,2619,1	//神射手套//Bow Thimble
26,2608,1	//幸運珠鏈//Rosary
26,2601,1	//力量戒指//Ring
26,2618,1	//黑狐頸鏈//Matyr's Leash
26,2627,1	//皮帶//Belt
26,2605,1	//敏捷別針//Brooch
26,2658,1	//尼羅玫瑰//Nile Rose
26,2611,1	//銀戒指//Silver Ring
26,2607,1	//髮夾//Clip
26,2602,1	//智力耳環//Earring
26,2604,1	//防禦手套//Glove
26,2610,1	//金戒指//Gold Ring
26,2617,1	//智慧手套//Celebrant's Mitten
26,2612,1	//花戒指//Flower Ring
26,2603,1	//體力項鏈//Necklace
26,2623,1	//體力項鏈//Necklace
26,2628,1	//初學者手鐲//Novice Armlet
26,2613,1	//鑽石戒指//Diamond Ring
26,2609,1	//骷髏戒指//Skull Ring
26,2619,1	//神射手套//Bow Thimble
26,2608,1	//幸運珠鏈//Rosary
26,2601,1	//力量戒指//Ring
26,2618,1	//黑狐頸鏈//Matyr's Leash
26,2627,1	//皮帶//Belt
26,2605,1	//敏捷別針//Brooch
26,2658,1	//尼羅玫瑰//Nile Rose
26,2611,1	//銀戒指//Silver Ring
26,2607,1	//髮夾//Clip
26,2602,1	//智力耳環//Earring
26,2604,1	//防禦手套//Glove
26,2610,1	//金戒指//Gold Ring
26,2617,1	//智慧手套//Celebrant's Mitten
26,2612,1	//花戒指//Flower Ring
26,2603,1	//體力項鏈//Necklace
26,2623,1	//體力項鏈//Necklace
26,2628,1	//初學者手鐲//Novice Armlet
26,2613,1	//鑽石戒指//Diamond Ring
26,2609,1	//骷髏戒指//Skull Ring
26,2619,1	//神射手套//Bow Thimble
26,2608,1	//幸運珠鏈//Rosary
26,2601,1	//力量戒指//Ring
26,2618,1	//黑狐頸鏈//Matyr's Leash
26,2627,1	//皮帶//Belt
26,2605,1	//敏捷別針//Brooch
26,2658,1	//尼羅玫瑰//Nile Rose
26,2611,1	//銀戒指//Silver Ring
26,2607,1	//髮夾//Clip
26,2602,1	//智力耳環//Earring
26,2604,1	//防禦手套//Glove
26,2610,1	//金戒指//Gold Ring
26,2617,1	//智慧手套//Celebrant's Mitten
26,2612,1	//花戒指//Flower Ring
26,2603,1	//體力項鏈//Necklace
26,2623,1	//體力項鏈//Necklace
26,2628,1	//初學者手鐲//Novice Armlet
26,2613,1	//鑽石戒指//Diamond Ring
26,2609,1	//骷髏戒指//Skull Ring
26,2619,1	//神射手套//Bow Thimble
26,2608,1	//幸運珠鏈//Rosary
26,2601,1	//力量戒指//Ring
26,2618,1	//黑狐頸鏈//Matyr's Leash
26,2627,1	//皮帶//Belt
26,2605,1	//敏捷別針//Brooch
26,2658,1	//尼羅玫瑰//Nile Rose
26,2611,1	//銀戒指//Silver Ring
26,2607,1	//髮夾//Clip
26,2602,1	//智力耳環//Earring
26,2604,1	//防禦手套//Glove
26,2610,1	//金戒指//Gold Ring
26,2617,1	//智慧手套//Celebrant's Mitten
26,2612,1	//花戒指//Flower Ring
26,2603,1	//體力項鏈//Necklace
26,2623,1	//體力項鏈//Necklace
26,2628,1	//初學者手鐲//Novice Armlet
26,2613,1	//鑽石戒指//Diamond Ring
26,2609,1	//骷髏戒指//Skull Ring
26,2619,1	//神射手套//Bow Thimble
26,2608,1	//幸運珠鏈//Rosary
26,2601,1	//力量戒指//Ring
26,2618,1	//黑狐頸鏈//Matyr's Leash
26,2627,1	//皮帶//Belt
26,2605,1	//敏捷別針//Brooch
26,2658,1	//尼羅玫瑰//Nile Rose
26,2611,1	//銀戒指//Silver Ring
26,2607,1	//髮夾//Clip
26,2602,1	//智力耳環//Earring
26,2615,1	//防禦戒指//Safety Ring
26,2616,1	//潛能戒指//Critical Ring
26,2624,1	//防禦手套//Glove
26,2621,1	//力量戒指//Ring
26,2626,1	//幸運珠鏈//Rosary
26,2625,1	//敏捷別針//Brooch
26,2622,1	//智力耳環//Earring
// jewels
27,718,1
27,719,1
27,720,1
27,721,1
27,722,1
27,723,1
27,724,1
27,725,1
27,726,1
27,727,1
27,728,1
27,729,1
27,730,1
27,731,1
27,732,1
27,733,1
// Egg Boy
32,514,300	//葡萄//Grape
32,564,522	//肉粽//Rice Ball
32,660,20	//紅色蠟燭//Forbidden Red Candle
32,682,100	//雄黃酒//Distilled Fighting Spirit
32,683,50	//艾草//Herb of Incantation
32,2235,2	//王冠//Crown
32,2274,5	//亡者髮箍//Ghost Bandana
32,5072,1	//惡魔侍者的角//Incubus Horn
// Egg Girl
33,514,300	//葡萄//Grape
33,564,522	//肉粽//Rice Ball
33,661,20	//搖曳的圍裙//Soft Apron
33,682,100	//雄黃酒//Distilled Fighting Spirit
33,683,50	//艾草//Herb of Incantation
33,2234,2	//后冠//Tiara
33,5042,5	//丸子頭飾//Bao Bao
33,5066,1	//惡魔女僕的角//Succubus Horn
// Lotto Box
35,7391
35,7392
35,7393
35,7394
35,7395
35,7396
35,7397
35,7398
35,7540
35,7541
